comment daily death counts in affected countries
comment preceding _smooth mobility from Apple by 21d
comment Julian day 61/68:Sundays
array data
  typeOfArray float
 dimension 343 41
head
	"Days_from_60"
	"Belgium_fatal"
	"France_fatal"
	"Germany_fatal"
	"Iran_fatal"
	"Ireland_fatal"
	"Italy_fatal"
	"Netherlands_fatal"
	"Portugal_fatal"
	"Spain_fatal"
	"Sweden_fatal"
	"Switzerland_fatal"
	"United Kingdom_fatal"
	"Georgia_fatal"
	"Indiana_fatal"
	"Louisiana_fatal"
	"Massachusetts_fatal"
	"Michigan_fatal"
	"New Jersey_fatal"
	"New York_fatal"
	"Washington_fatal"
	"Belgium_mobil"
	"France_mobil"
	"Germany_mobil"
	"Iran_mobil"
	"Ireland_mobil"
	"Italy_mobil"
	"Netherlands_mobil"
	"Portugal_mobil"
	"Spain_mobil"
	"Sweden_mobil"
	"Switzerland_mobil"
	"United Kingdom_mobil"
	"Georgia_mobil"
	"Indiana_mobil"
	"Louisiana_mobil"
	"Massachusetts_mobil"
	"Michigan_mobil"
	"New Jersey_mobil"
	"New York_mobil"
	"Washington_mobil"
data
	46	26.403	12.682	2.899	8.345	11.452	11.721	9.878	3.258	12.536	9.346	6.310	19.615	4.749	6.257	18.224	23.303	16.651	68.537	35.511	3.281	23.541	14.688	32.732	-1.000	26.380	11.219	29.577	16.611	9.164	60.202	33.434	26.437	53.030	52.083	39.786	31.846	42.003	35.134	27.787	35.754
	47	25.255	12.385	2.886	8.040	12.651	11.540	9.843	3.138	12.116	9.065	6.025	19.231	5.095	6.514	17.536	26.317	16.003	69.005	33.950	3.360	23.234	14.833	32.840	-1.000	23.683	11.257	29.523	16.552	9.181	60.401	33.686	24.228	53.152	51.751	39.541	30.952	40.639	34.927	27.346	34.650
	48	23.967	11.728	2.916	7.863	13.458	11.226	9.837	3.017	11.923	8.609	6.025	19.203	5.316	6.743	16.336	27.933	15.515	67.832	32.873	3.334	23.220	14.861	33.199	-1.000	22.216	11.279	29.739	16.475	9.047	60.631	33.760	22.324	53.678	51.403	39.196	30.630	39.268	35.439	27.571	33.507
	49	22.955	10.561	2.797	7.785	13.367	10.925	9.682	2.946	11.663	8.268	5.844	19.124	5.207	6.771	15.736	31.274	15.954	66.053	31.437	3.270	23.178	14.938	33.884	-1.000	20.902	11.374	30.096	16.474	8.943	60.905	34.322	21.879	53.477	51.058	39.086	30.691	39.463	35.093	27.361	32.894
	50	21.589	9.316	2.605	7.762	12.901	10.575	9.161	2.940	10.835	8.127	5.522	18.698	5.196	6.497	16.584	33.101	16.717	64.510	30.565	3.154	23.225	15.058	34.428	-1.000	19.648	11.445	30.280	16.398	8.866	61.007	34.871	21.630	53.204	50.977	38.978	30.847	39.128	35.300	27.462	32.723
	51	19.888	8.612	2.561	7.758	12.206	10.262	8.740	2.996	10.349	8.055	5.328	18.191	4.800	6.497	17.760	35.815	16.400	62.136	30.365	3.027	23.147	15.214	34.880	-1.000	18.493	11.648	30.466	16.655	8.793	60.707	35.446	21.503	52.848	51.618	38.681	30.379	39.585	34.930	27.186	32.913
	52	18.886	7.935	2.477	7.705	11.616	9.875	8.479	2.996	10.282	7.875	4.965	17.905	4.345	6.691	17.656	35.898	15.672	59.386	30.065	2.964	23.141	15.345	35.008	-1.000	16.432	11.792	30.525	16.759	8.694	60.363	35.886	21.480	51.723	52.890	38.311	29.509	39.964	34.342	26.703	33.266
	53	18.266	7.490	2.420	7.578	10.719	9.498	8.267	2.958	10.558	7.794	4.672	17.296	4.167	7.149	17.264	35.166	16.128	55.781	28.715	2.879	23.387	15.404	35.165	-1.000	15.913	11.892	30.687	16.753	8.685	59.945	36.104	21.541	50.232	53.322	37.788	29.273	40.369	34.711	27.031	33.677
	54	17.712	7.178	2.318	7.405	9.332	9.034	7.852	2.937	10.170	7.866	4.651	16.735	4.131	7.440	16.688	34.261	16.906	52.979	26.570	2.721	24.237	15.600	36.532	-1.000	15.829	12.004	31.352	16.694	8.662	59.916	37.387	21.653	49.377	53.956	37.646	29.743	40.837	34.901	27.261	33.768
	55	17.072	6.872	2.209	7.289	8.180	8.620	7.278	2.924	9.884	7.998	4.626	16.049	4.251	7.794	15.904	34.422	16.885	53.712	24.191	2.568	24.734	15.825	37.580	-1.000	15.867	12.148	31.869	16.947	8.765	61.246	38.272	21.710	48.598	54.587	37.799	30.133	41.203	35.012	27.508	34.191
	56	16.009	6.506	2.106	7.066	8.063	8.174	6.738	2.835	9.584	7.961	4.308	15.599	4.484	8.777	14.736	33.484	16.167	55.336	22.668	2.467	25.425	16.020	38.370	-1.000	16.062	12.416	32.335	17.247	8.924	62.516	38.928	21.764	48.542	55.540	37.936	30.359	41.250	35.311	27.708	34.500
	57	14.630	6.098	1.917	6.808	8.027	7.712	6.576	2.680	9.070	7.852	3.941	15.244	4.647	10.549	13.328	33.362	14.759	56.682	21.423	2.399	26.232	16.208	39.284	-1.000	16.334	12.730	33.018	17.866	9.126	63.892	39.825	21.901	48.238	56.777	38.196	30.329	41.861	35.446	27.636	34.830
	58	13.077	5.639	1.753	6.518	8.092	7.335	6.301	2.433	8.385	7.789	3.586	14.644	4.771	12.154	12.144	32.418	14.490	59.010	19.921	2.309	27.172	16.403	39.919	-1.000	16.548	13.038	33.757	17.591	9.048	65.657	40.397	22.112	48.209	57.044	38.925	30.391	41.392	35.360	27.481	35.414
